Codigo;Cod Barras;Nome;Venda;
40716;7896111907665;0038 V KT ADEPOXI 38 VERNIZ BRILHA;0,00;
566105;7899594113141;013141-4 ANIMAL SORT PM 144-4;0,00;
566117;7899594100431;057419-4 RESINA GALO;0,00;
563530;5635306;1 CANETA POSTER 25MM VERMELHA;0,00;
563532;5635320;1 MOLD PLAS BMTT A4 VERMELHA CPROT;0,00;
563531;5635313;1 MOLD PLAS BMTT A5 VERMELHA CPROT;0,00;
563528;5635283;1 REMOVEDOR TCM C5L;0,00;
111058;1110586;101;29,90;
450065;4500650;1025;0,00;
540537;5405374;1213;0,00;
542742;15427427;1325464;0,00;
578794;57891055785305;1539 ESPONJA L4P3 PESADA 1535 CONDOR;1,00;
520621;5206216;2 CH PCPT 2 05X3 00X3 0 CR PLM;0,00;
563639;7898506726882;2221 CARRINHO DE CONTROLE REMOTO;88,90;
563640;7898506724550;2233 CARRINHO DE CONTROLE REMOTO;129,00;
563527;5635276;25 CARTAO AMARELO LISO 2 FACES A2 420MMX594MM;0,00;
621;6217;3045B XEROX 110V MULTIF 3045B XEROX;0,00;
180641;7899360218063;4018B CONJ SOMBRA CX C 192 PC;4,90;
331791;3317914;424324;0,00;
543160;5431601;55X80X0,6 SACO PLASTICO;0,00;
40693;7896111907658;7013 V KT ADPOLY 7990 ACB BR BNCO;0,00;
43168;7898905723192;7013 V KT ADPOLY 7990 ACB BR BNCO;0,00;
60479;604796;745;0,00;
380645;3806456;7891;0,00;
540636;5406364;88;0,00;
566162;7899594103982;A 03301 SALPIM COZINHEIRO;9,90;
566131;7899594111208;A 112081 SP COZINHEIRO;0,00;
566153;7899594111246;A 112462 COZ ESPAT;0,00;
566157;7899594111277;A 112771 COZ VINHO E LOUSA;39,90;
32155;321556;A BELA E A FERA EDT AVENIDA;0,00;
565334;7893979373311;A PALMEIRA ARECA REAL TOQUE X22 VERDE;172,90;
563727;7898578470898;AB100EQUADRO MAGICO DE PLASTICO 24 X 325 CM CX;29,90;
563725;7898578470904;AB2605QUADRO MAGICO DE PLASTICO 20 X16 C;18,90;
563728;7898578470720;AB2855BONECA PLAST;9,90;
563729;7898578470263;AB3619BONECA PLAST;18,90;
563720;7898578471246;AB3715CARRO PLASTICO A FRICCAO;9,90;
563724;7898578471161;AB4192CARROS SPORT BLISTER C2;8,90;
563726;7898934781170;AB5998QUADRO MAGICO DE PLASTICO 23 X 30 CM;26,90;
563731;7898578471529;AB7152DINOSSAUROS PEQ C13PCS;14,90;
563730;7898578471536;AB7153DINOSSAUROS GDE SOLAPA C7PCS;29,90;
563732;7898578471550;AB7155DINOSSAUROS MED SOLAPA C9 PCS;12,90;
563733;7898578471567;AB7156DINOSSAUROS MED SOLAPA C9 PCS;14,90;
28660;4894095130850;ABACO DE MADEIRA TG13085;0,00;
28073;4894095130867;ABACO DE MADEIRA TG13086;0,00;
120784;7899206117529;ABAFADOR DE RUIDOS BESTFER BFH0106;9,90;
545105;3823584026825;ABAJUR BX682 RUTMAR;99,00;
391733;7263702125034;ABAJUR 220V J257;59,90;
391726;7563704125088;ABAJUR 220V J259;0,00;
962;6916281879959;ABAJUR 220V XINPU 34CM 7995 EXOTIC;49,90;
977;6916281879997;ABAJUR 40CM 7999 EXOTIC;99,90;
975;6916281879973;ABAJUR 40CM LUXURIOUS 7997 EXOTIC;79,90;
976;6916281879980;ABAJUR 42CM LUXURIOUS 7998 EXOTIC;69,90;
974;6916281880047;ABAJUR 45CM 8004 EXOTIC;99,50;
556002;7898100808731;ABAJUR A PILHA 5 LED NF873 JN;19,90;
545516;7899658310622;ABAJUR ARANDELA ZE134-BS499 ZEIN;7,90;
545517;7899658310585;ABAJUR ARANDELA ZE136-BS495 ZEIN;3,90;
565676;7899658340575;ABAJUR BASE ACR BIVOLT;68,90;
567339;7899658310646;ABAJUR BC BORBOLETA CART 127V ZEIN;5,90;
558479;7899658310653;ABAJUR BC BORBOLETA CART 220V;5,90;
569057;7899658310660;ABAJUR BC LUA CART 127V ZEIN;7,90;
569058;7899658310677;ABAJUR BC LUA CART 220V Z127 ZEIN;7,90;
558478;7899658310691;ABAJUR BC SOL CART 220V Z123;7,90;
191951;7897198746949;ABAJUR BOJINHO PLASTIBOM;38,90;
141239;7812598712714;ABAJUR BOLA;22,90;
545106;3823584026702;ABAJUR BX670 RUTMAR;69,90;
545102;3823584026757;ABAJUR BX675 RUTMAR;99,90;
545103;3823584026764;ABAJUR BX676 RUTMAR;129,00;
545341;3823584026771;ABAJUR BX677;99,90;
545104;3823584026832;ABAJUR BX683 RUTMAR;79,90;
548753;7896531904862;ABAJUR C/ CUPULA GZ023 REAL NOVIDADES;0,00;
461139;7898232160974;ABAJUR C/BASE G2127;24,90;
545107;3823584023886;ABAJUR CABECEIRA BX388 RUTMAR;99,90;
545784;7898100804450;ABAJUR CABECEIRA DIVERSOS NF 445;14,90;
588127;7897079087079;ABAJUR CERAMICA CINZA 25CM POTTERY 15050776;59,90;
588129;7897079087185;ABAJUR CERAMICA PRETO 37CM POTTERY 15050787;89,90;
588128;7897079087109;ABAJUR CERAMICA ROSA 25CM POTTERY 15050779;59,90;
580921;7908314201546;ABAJUR CERAMICA WB615 MANIA DE CASA SJ;49,90;
580922;7908314201553;ABAJUR CERAMICA WB616 MANIA DE CASA SJ;49,90;
580923;7908314201560;ABAJUR CERAMICA WB617 MANIA DE CASA SJ;49,90;
567350;7899658318734;ABAJUR CPAINEL 87CM 220V ZEIN;8,90;
566513;8989790903154;ABAJUR DE CABECEIRA DT315 RUTMAR;119,00;
566514;8989790903178;ABAJUR DE CABECEIRA DT317 RUTMAR;119,00;
571921;8989760121953;ABAJUR DE CABECEIRA R2195 RUTMAR;74,90;
571919;8989760121991;ABAJUR DE CABECEIRA R2199 RUTMAR;84,90;
571920;8989760122622;ABAJUR DE CABECEIRA R2262 RUTMAR;119,90;
571351;7885180948839;ABAJUR DE MESA 14,3X30CM 94883 FWB;59,90;
578245;7908148598959;ABAJUR DE MESA 18X29,5CM 99895 FWB;49,90;
551565;6973470236177;ABAJUR DE MESA 250V 25CM 2640 EXOTIC;39,90;
551609;6973470236252;ABAJUR DE MESA 250V 2646 EXOTIC;99,00;
551566;6973470236221;ABAJUR DE MESA 250V 27CM 2644 EXOTIC;49,90;
551567;6973470236184;ABAJUR DE MESA 250V 28CM 2641 EXOTIC;39,90;
551568;6973470236139;ABAJUR DE MESA 250V 39CM 2639 EXOTIC;69,90;
551569;6973470236238;ABAJUR DE MESA 250V 41CM 2645 EXOTIC;0,00;
551610;6973470236276;ABAJUR DE MESA 250V 42CM 2647 EXOTIC;98,00;
551608;6973470236191;ABAJUR DE MESA 250V 43CM 2642 EXOTIC;99,00;
551570;6973470236108;ABAJUR DE MESA 250V 47CM 2638 EXOTIC;94,90;
579315;7899755696070;ABAJUR DE MESA 30CM RIVERA FXG90018 WINCY;69,90;
583968;7908148566927;ABAJUR DE MESA 96692 FWB;89,90;
580126;7908148585232;ABAJUR DE MESA 98523 FWB;89,90;
583813;7899790928594;ABAJUR DE MESA BIVOLT AL55018 IMPORIENTE;139,90;
587650;7899658416584;ABAJUR DE MESA BIVOLT DOUBLE 2;89,90;
568656;7885180940239;ABAJUR DE MESA BIVOLT FWB 94023;49,90;
587649;7899658416577;ABAJUR DE MESA BIVOLT MARMORIE;129,90;
570967;7885180998117;ABAJUR DE MESA CILINDRO PORCELAN 99811 FWB;49,90;
571511;7908148598126;ABAJUR DE MESA CORACAO 99812 FWB;49,90;
574593;7899687401698;ABAJUR DE MESA CUBO DUPLO RNW560 REAL;49,90;
570968;7908148598157;ABAJUR DE MESA DIAMANTE PORCELANA 99815 FWB;49,90;
579026;7908148598973;ABAJUR DE MESA FOLHA 18X31CM 99897 FWB;59,90;
551575;6973470236306;ABAJUR DE MESA LUXURIOUS 250V 42CM 2649;86,90;
551572;6973470236320;ABAJUR DE MESA LUXURIOUS 250V 34CM 2650;86,00;
551571;6973470236290;ABAJUR DE MESA LUXURIOUS 250V 2648;89,90;
551573;6973470236337;ABAJUR DE MESA LUXURIOUS 250V 34CM 2651;74,90;
551574;6973470236351;ABAJUR DE MESA LUXURIOUS 250V 34CM 2653;85,90;
551576;6973470236344;ABAJUR DE MESA LUXURIOUS 250V 46CM 2652;99,00;
583257;7899755696117;ABAJUR DE MESA PALOMA BIVOLT FXG90021 WINCY;49,90;
571509;7908148598133;ABAJUR DE MESA PEDRAS 99813 FWB;49,90;
573655;7885180998513;ABAJUR DE MESA REDONDO BIVOLT 99851 FWB;49,90;
570966;7908148598140;ABAJUR DE MESA REDONDO PEQUENO 99814 FWB;49,90;
570965;7908148598164;ABAJUR DE MESA REDONDO PORCELANA 99816 FWB;49,90;
194;6921234561379;ABAJUR DE VIDRO 137 BENXING;69,90;
202;6921234563076;ABAJUR DE VIDRO 307 BENXING;69,90;
195;6921234563083;ABAJUR DE VIDRO 308 BENXING;69,90;
545919;6908662083345;ABAJUR DE VIDRO 334 BENXING;68,00;
545916;6908662084076;ABAJUR DE VIDRO 407 BENXING;68,00;
545918;6908662084083;ABAJUR DE VIDRO 408 BENXING;68,00;
548736;7896531900826;ABAJUR E CUPULA AZ028;0,00;
481038;7899050540245;ABAJUR GATO AL609 127V;4,49;
481045;7899050540252;ABAJUR GATO AL609 220V;4,49;
547310;3322;ABAJUR GAVETEIRO 1054 AL RUY;0,00;
391740;1226871001154;ABAJUR J2510;47,50;
545158;7898566516119;ABAJUR MEDIO 36 LED 72731;39,90;
545145;7898578923165;ABAJUR MESA 12LED 48574;28,90;
542228;5422289;ABAJUR NEWS POP;29,90;
545128;3823584024449;ABAJUR PELUCIA BX444 RUTMAR;99,00;
141222;7813651548721;ABAJUR PINHEIRO PLASTIBOM;28,90;
549403;7899658310837;ABAJUR POCELANA CUPULA PC244 ZEIN;59,90;
556964;7899658340551;ABAJUR PORC BASE BIVOLT ZEIN;59,00;
556924;7899658340568;ABAJUR PORCELANA COLOR BIVOLT ZEIN;49,90;
549382;7899658310820;ABAJUR PORCELANA PC243 ZEIN;59,90;
549383;7899658310844;ABAJUR PORCELANA PC245 ZEIN;59,90;
581741;7908148566934;ABAJUR QUADRADO 35CM 96693 FWB;89,90;
965;6916281880009;ABAJUR TABLE LAMP 52CM 8000 EXOTIC;99,50;
3370;7899658379124;ABAJUR TOMADA LED SENSOR IZ1373 ZEIN;12,90;
3367;7899658379070;ABAJUR TOMADA VERTICAL BIVOLT 379070 ZEIN;9,90;
160612;7896531901373;ABAJUR TOQUE LA250;32,90;
240307;7896531901632;ABAJUR TOQUE LA255;0,00;
500951;1445144451483;ABAJUR TOQUE R5148 220V HOME DESIG;59,90;
500944;1445144451834;ABAJUR TOQUE R5183 220V HOME DESIG;39,90;
191944;7897184674973;ABAJUR TROPICAL;16,99;
567340;7899658310707;ABAJUR VERTICAL AL059127V ZEIN;5,90;
964;6916281880016;ABAJUR XIANG HUI 46CM 8001 EXOTIC;99,90;
959;6916281879966;ABAJUR XINPU 34CM 7996 EXOTIC;49,90;
553197;7896572002015;ABC 35MM PCT/10 00105 COMPACTOR;9,90;
441735;7898943582034;ABELHA PELUCIA 23CM P60057;17,90;
550098;7899413133367;ABELHA PULLSTRING PK3449 BEMBA;5,99;
430272;7898919800834;ABOBORA C/COCO 220G TACHO DE OURO;2,39;
549314;7897186005485;ABRACADEIRA;0,00;
250993;7899206126262;ABRACADEIRA BFH0195 BESTFER;0,00;
3414;7899055270659;ABRACADEIRA C/6 RIO CHENS;1,99;
3421;7859465610506;ABRACADEIRA C/6 WESTERN;2,99;
569059;7899658312237;ABRACADEIRA CART C6 AH102 ZEIN;5,90;
551095;7897186005577;Abracadeira de nylon;0,00;
551096;7897186005478;ABRACADEIRA DE NYLON;0,00;
546671;7898484079772;ABRACADEIRA DE NYLON 100MM 80PC FK7977;2,98;
565276;7899767421998;ABRACADEIRA DE NYLON 10CM PCT C 100 PCS;3,90;
582668;7899850341486;ABRACADEIRA DE NYLON 10CM 110UN CK5218;4,90;
565277;7899767422018;ABRACADEIRA DE NYLON 20CM PCT C 50 PCS;4,99;
565278;7899767422025;ABRACADEIRA DE NYLON 25CM PCT C 25 PCS;4,99;
582560;7908076213115;ABRACADEIRA DE NYLON 27CM 50UN 182374;8,99;
580486;7908076213092;ABRACADEIRA DE NYLON C/60 25CM 182373 RIO;8,90;
570318;7899850306768;ABRACADEIRA NYLON 100 PCS CK1579 CLINK;7,90;
3242;7899471631430;ABRACADEIRA NYLON 2,5MM 200MM MT0120;4,75;
544728;5447282;ABRACADEIRA NYLON 200X2,5MM;0,07;
573610;6910862829401;ABRACADEIRA NYLON 20CM 60UN 2943 RIO TIJUCA;4,90;
568964;7899471631447;ABRACADEIRA NYLON 3,6X150MM 100UN MT0121;5,90;
250986;7899206126248;ABRACADEIRA NYLON BFH0193 BESTFER;9,95;
250856;7899206126286;ABRACADEIRA NYLON BFH0197 BESTFER;2,49;
3205;7899471631423;ABRACADEIRA NYLON C/100 STARTOOLS MT0119;3,99;
554000;7899471671214;ABRACADEIRA NYLON MT0231 MASTER TRENDS;5,90;
554001;7899471671221;ABRACADEIRA NYLON MT0232 MASTER TRENDS;7,90;
559072;5590728;ABRACADEIRA PR X100 2 5X80 2251WES;0,00;
544725;5447251;ABRACADEIRA PVC BR;0,55;
561787;7898517745025;ABRACADEIRA X100 3X100MM BAR 58242;0,00;
481236;7897186005461;ABRACADEIRAS DE NYLON 1254 WESTERN;4,90;
548156;7896502858040;ABRIDOR SACA ROLHA VENEZA 2310321 BRINO;17,90;
544891;7898484054885;ABRIDOR 3 FUNCOES CB MADEIRA;4,99;
586783;7899850345149;ABRIDOR 4 EM 1 21CM CK5583 CLINK;22,90;
569688;7899755650027;ABRIDOR DE GARRAFA 11CM IXB03023 WINCY;3,99;
573279;6912812039090;ABRIDOR DE GARRAFA 11CM RT-3909 RIO TIJUCAS;4,90;
572673;7898942855146;ABRIDOR DE GARRAFA 303 MARILIA;3,50;
584149;7898545643355;ABRIDOR DE GARRAFA 5678 KEHOME;28,90;
571612;7897185976410;ABRIDOR DE GARRAFA 7641 MASTER CHEF;19,90;
556245;7896004899626;ABRIDOR DE GARRAFA ADH962;1,95;
556246;7896004899633;ABRIDOR DE GARRAFA ADH963;4,90;
553916;7899653780970;ABRIDOR DE GARRAFA BOTECO SL0275 ORIGINAL;4,90;
691;7898938476782;ABRIDOR DE GARRAFA C/ CABO BORRACHA 276;5,99;
303;7898589314969;ABRIDOR DE GARRAFA C/ IMA RN1496 REAL;4,90;
573473;7899790914016;ABRIDOR DE GARRAFA C/ SUPORTE DECORA;34,90;
550184;7898589315461;ABRIDOR DE GARRAFA CHAVEIRO PE RN1546 REAL;3,90;
571467;7899488102626;ABRIDOR DE GARRAFA CM053 CHAZAK;4,90;
571479;7899488102640;ABRIDOR DE GARRAFA CM055 CHAZAK;9,90;
569013;7898555808027;ABRIDOR DE GARRAFA EM ACO INOX CK706 CLINK;34,90;
555612;7898545640811;ABRIDOR DE GARRAFA INOX 5973 KEHOME;2,90;
562912;7898589323633;ABRIDOR DE GARRAFA INSTRUMENTO RN2363;0,00;
481526;7891060957969;ABRIDOR DE GARRAFAS AB11 PLAZA;3,50;
577083;7899984546061;ABRIDOR DE GARRAFAS C SACA ROLHA WB248 YAHA;0,00;
562838;7898545643348;ABRIDOR DE GARRAFAS METAL C PLASTICO;29,90;
578032;7899755694038;ABRIDOR DE LATA 3 EM 1 INOX CLA03092 WINCY;12,90;
544635;7896004896946;ABRIDOR DE LATA ADH694 H H EL;1,70;
555620;7899206125579;ABRIDOR DE LATA BORBOLETA 7CM 5524KH KEHOME;6,90;
578996;7908148579880;ABRIDOR DE LATA BORBOLETA 7CM 97988 FWB;4,90;
585648;7899663573432;ABRIDOR DE LATA BORBOLETA 7CM ABG-41;8,99;
574444;7899755614807;ABRIDOR DE LATA BORBOLETA 7CM CLA0352 WINCY;4,90;
543949;7899110615593;ABRIDOR DE LATA COMBINADO 615593;2,99;
561243;7899653780956;ABRIDOR DE LATA COMBINADO SL0273 ORIGINAL;3,99;
580135;7898545656904;ABRIDOR DE LATA DE COPA 14CM INOX 5690;9,90;
553915;7899653780932;ABRIDOR DE LATA DE COPA 14CM INOX SL0271;12,90;
558070;7898452488476;ABRIDOR DE LATA E GARRAFA YA18/3780 YAZI;5,90;
558861;7899471619186;ABRIDOR DE LATA INOX GZ0275;1,50;
545060;7891060998276;ABRIDOR DE LATAS AB25B PLAZA HERCULES;3,90;
553633;7898484076993;ABRIDOR DE LATAS E GARRAFA FK7699 FIKA;2,50;
558065;7899655026298;ABRIDOR DE METAL MULTIUSO YA64/16290;8,90;
541738;7898409915024;ABRIDOR DE TAMPA ABRE FACIL 270001 NAXOS;6,90;
584037;7899850342018;ABRIDOR DE TAMPA BORRACHA CK5271 CLINK;14,90;
577703;7898100811953;ABRIDOR DE TAMPA SILICONE 16CM 1195 JN;12,90;
574477;7899110653663;ABRIDOR DE TAMPA SILICONE 23CM 653663;14,90;
530323;7899110609820;ABRIDOR DE VINHO 12CM 609820 UNICA;4,99;
1420;7899110609813;ABRIDOR DE VINHO COLOR 609813 UNICASA;7,90;
553914;7899653780918;ABRIDOR E SACA ROLHAS 12CM BORGONHA SL0253;8,90;
587625;7908021106325;ABRIDOR E SACA ROLHAS 12CM INOX 0406;9,90;
580149;7898545662615;ABRIDOR E SACA ROLHAS 12CM METAL 2EM1 6261;9,90;
574101;7899653780901;ABRIDOR E SACA ROLHAS 13,5CM TOSCANA SL0252;18,90;
581874;7908314200174;ABRIDOR E SACA ROLHAS 13CM INOX WB248 SJ;12,90;
551841;7898516914989;ABRIDOR E SACA ROLHAS SOFT YA60/12181;18,90;
550622;7898545643508;ABRIDOR EM INOX 5693 KEHOME;3,99;
565202;7898589323640;ABRIDOR GAR IMA COZ 11CM RN2364;7,90;
570437;7891060992199;ABRIDOR GARCOM HERCULES AB16 ETILUX;9,99;
190534;7896530211275;ABRIDOR GARRAFA CABO ACRILICO MP11;3,90;
6323;7891331000103;ABRIDOR GARRAFA COLOR LW0010;1,99;
561108;7898589301846;ABRIDOR GARRAFA DEC IMA 14CM RN1084;0,00;
574272;7899850314756;ABRIDOR GARRAFA DECORA MDF 40CM CK2301;0,00;
562454;7898555808867;ABRIDOR GARRAFA METAL CK790 CLINK;0,00;
251754;7897189719877;ABRIDOR GARRAFA PEIXE;1,50;
559588;7898132137809;ABRIDOR INOX COMBINADO 9002 TAUMER;0,00;
481502;7891060983913;ABRIDOR INSTITUCIONAL AB20 PLAZA;4,90;
574193;7898545662622;ABRIDOR LATA 3 EM 1 INOX 6262 KEHOME;12,90;
10467;7897777754129;ABRIDOR LATA AVULSO;0,00;
549811;7885180909380;ABRIDOR LATA BORBOLETA 90938 FWB;2,95;
230902;7898243158670;ABRIDOR LATA C/BORRACHA PANELA DIS;1,95;
230681;7898243157246;ABRIDOR LATA C/RALO PIA DISTRILAR;1,35;
41638;7898444558248;ABRIDOR LATA COMB PAULI GRANEL;1,00;
571992;7899755614791;ABRIDOR LATA COMBINADO CLA0351 WINCY;2,99;
569802;7899658348885;ABRIDOR LATA COMBINADO ZEIN;2,99;
281379;7897240509737;ABRIDOR LATA DI SOLLE;2,95;
3211;7899471619513;ABRIDOR LATA INOX GZ0442 STARTOOLS;2,75;
121613;359400090266;ABRIDOR LATA K&K BEMBA HD9026;0,00;
19071;7898912483096;ABRIDOR LATA/CARTELA;0,00;
370356;7898910501488;ABRIDOR LATA/GARRAFA BR0441/GZ0441 STAR;4,90;
370431;7898910502843;ABRIDOR LATA/GARRAFA PQ BR0442 STA;2,50;
548151;7896502819331;ABRIDOR LATAS/GARAF BELI 2051334 BRINOX;6,90;
574871;7899687401186;ABRIDOR MANUAL C/ CABO INOX RNW478 REAL;9,90;
567186;7898589329819;ABRIDOR METAL 14X4X3CM RN2981 REAL;5,99;
553014;7898589318394;ABRIDOR METAL COMBINADO RN1839 REAL;2,90;
6156;7859465610414;ABRIDOR MULTIUSO 3/1;0,00;
562795;7898545645397;ABRIDOR MULTIUSO COLLOR 5935 KEHOME;8,90;
569821;7899658327958;ABRIDOR SACA ROLHA 7,5X19CM BASE PLAST ZEIN;24,90;
561723;7898589318400;ABRIDOR SACA ROLHA METAL RN1840 TU;0,00;
550042;7898905454737;ACAFRAO MOIDO QUALITEMP;1,25;
575174;7898107362526;ACAFRAO PCT 50G;3,99;
552738;5527380;ACAPULCO PAREDE BR BIVOLT;260,00;
552912;5529124;ACEL 210;0,00;
2148;10021484;ACENDEDOR DE FOGAO BR0159 STARTOOLS;3,99;
568991;7899850302838;ACENDEDOR DE FOGAO CK1190 CLINK;5,90;
568781;7898549367066;ACENDEDOR DE FOGAO CLA0406 WINCY;5,99;
584346;7899110646191;ACENDEDOR DE FOGAO CO0646191 EUROQUADROS;12,90;
575836;7898409911644;ACENDEDOR DE FOGAO ESTAMPADO 402004 NAXOS;6,90;
568618;7898409910562;ACENDEDOR DE FOGAO FLAMA 202003 NAXOS;8,99;
25515;7898409910517;ACENDEDOR DE FOGAO LUME 200011 NAXOS;6,90;
570033;7899527100316;ACENDEDOR DE FOGAO PRO WX2997 WELLMIX;4,90;
558840;7899653781212;ACENDEDOR DE FOGAO SL0364 ORIGINAL;12,90;
565640;7899527106790;ACENDEDOR DE FOGAO WX3645 WELLMIX;4,99;
586810;7899850332941;ACENDEDOR FOGAO 22X14CM CK4372 CLINK;12,90;
560116;7899110609776;ACENDEDOR FOGAO 23CM 609776 UNICASA;0,00;
501439;7898910502126;ACENDEDOR FOGAO BR0698 STARTOOLS;3,99;
2894;7899471618981;ACENDEDOR FOGAO BR0698 STARTOOS;4,99;
541739;7898409910579;ACENDEDOR FOGAO FLAMA NAXOS;7,99;
461153;7898232160073;ACENDEDOR FOGAO G2177;3,40;
541740;7898409910531;ACENDEDOR LUME DECORE;5,99;
121552;437307033033;ACENDEDOR MASTER CLICK BEMBA 7033X;4,99;
60035;7899050539683;ACENDEDOR P/FOGAO LM 116;0,00;
130660;7898441560183;ACENDEDOR P/FOGAO STARTOOLS BR0159;3,99;
549641;7898913025554;ACENTO CAD QD C/ FRANJA E ZP 35X36 MASTE;14,90;
549646;7899658325145;ACENTO P/ CAD LUXO 45X45 ZP241 ART HOUSE;26,90;
559189;5591893;ACES LUMINOSOS PISCA SORT 10;0,00;
554561;7898549358361;ACESS FEM ESPELHO MESA 17CM AFA0404;34,90;
554562;7898549358378;ACESS FEM ESPELHO RED 12CM AFA0405;14,90;
548631;7898549360302;ACESS FEM NECESSAIRE AFE0103-SLG1053;6,90;
548627;7898549360319;ACESS FEM NECESSAIRE AFE0104-ALG7077 ROC;39,90;
548628;7898549360333;ACESS FEM NECESSAIRE AFE0106-SLG7667;24,90;
548629;7898549360340;ACESS FEM NECESSAIRE AFE0107-SLG7846;19,90;
548630;7898549360364;ACESS FEM NECESSAIRE AFE0109-SLG6311 ROC;17,90;
552608;7898502542066;ACESS FEM PINCEL DE MAQUIAGEM MU20262;22,90;
552610;7898502541977;ACESS FEM PINCEL DE MAQUIAGEM MU20939;14,90;
542200;7896902402454;ACESSORIO BONECA CHOCALHO 245;4,99;
12386;7890026509488;ACESSORIO CABELO 50498;0,00;
16018;7899050526348;ACESSORIO CABELO A163;0,00;
13000;7899050556314;ACESSORIO CABELO Z221;0,00;
554762;7898539428289;ACESSORIO DE BELEZA AKP2828 ARK;3,90;
555156;7896359019786;ACESSORIO P/ CAO BOLA VINIL SR630 SANREM;9,90;
28424;4894095801569;ACESSORIO P/CABELO TG80156;1,50;
28271;4894095801682;ACESSORIO P/CABELO TG80168;0,00;
28264;4894095801699;ACESSORIO P/CABELO TG80169;0,00;
546327;5463275;ACESSORIOS DE CABELO DIVERSOS;0,00;
140782;4894095801675;ACESSORIOS P/CABELO TG80167;0,00;
140799;4894095801873;ACESSORIOS P/CABELO TG80187;0,00;
588058;7898008428826;ACESSORIOS PARA VINHO 2PCS CO8428826;24,90;
560010;7896902200913;ACETONA 100ML FARMAX;0,00;
281942;7898311819625;ACETONA 80ML NYCE;1,50;
558929;5589296;ACETONA 80ML POPY;0,00;
191906;7897780207872;ACETONA 98ML ACE RIO;0,00;
311991;7898360060085;ACETONA FASHION 80ML;1,50;
15325;7896679221586;ACETONA IDEAL 100ML;1,50;
579445;7896072005080;ACHOCOLATADO MUKI SACHE 400G;0,00;
557754;5577545;ACIDO MURIATICO 5LTS;0,00;
565739;5657391;ACIONADOR COM AJUSTE USO;0,00;
573754;5737543;ACM BRANCO BRILHO 455 X 199;0,00;
563831;7893979324054;ACNP X20 NATURAL 147M;89,90;
563841;7893979278111;ACNP X25 VERDE 40CM;34,90;
565318;7893979358882;ACNP X81 VERDE CREME 19M;184,90;
550083;7898905454478;ACOITA CAVALO QUALITEMP;1,25;
555675;5556755;ACR PISO PRETO 18L SUVINIL 6298;0,00;
563849;7893979373359;ACROTON X60 VERDE 90CM;69,95;
576072;7896894900013;ACUCAR 1KG REFINADO CARAVELAS;2,59;
542041;5420414;ACUCAR 1KG REFINADO UNIAO;0,00;
22958;7898919867288;ACUCAR MASCAVO TACHO DE OURO 500G;3,95;
567581;7896779600946;ACUCAREIRO DOCURA;3,90;
568718;6953631580417;ACUCAREIRO INOX 9CM 8041 RIO TIJUCAS;9,90;
585380;7908314204523;ACUCAREIRO / FARINHEIRO DE VIDRO 210ML;8,90;
552207;7898339593224;ACUCAREIRO 1038/9700 PLASTLAR;4,90;
588150;7908466009533;ACUCAREIRO 10X12CM NATURAL AC450GPA OU;16,90;
588252;7897386715092;ACUCAREIRO 10X12X9CM PLASTIC VERMELHO AC450;16,90;
588253;7908466000332;ACUCAREIRO 10X12X9CM PLASTICO AZUL AC450 OU;14,90;
578600;7908314200976;ACUCAREIRO 13X9CM WB130 SJ;19,90;
579623;7892401002737;ACUCAREIRO 250G TAMPA BRANCA 1991-2 UTILITY;4,90;
579625;7892401006025;ACUCAREIRO 250G TAMPA MENTA 1991-23 UTILITY;4,90;
579624;7892401006599;ACUCAREIRO 250G TAMPA ROSA 1991-7 UTILITY;4,90;
587687;7896359041602;ACUCAREIRO 300ML PS CRISTAL SR3027/1;12,90;
587925;7894002361367;ACUCAREIRO 350GR GRAFITE 158814G CERAFLAME;59,90;
556037;7896359014729;ACUCAREIRO 350ML 875 SANREMO;9,90;
584933;7896779640102;ACUCAREIRO 836ML 040/A NITRON;9,90;
584551;7908314203403;ACUCAREIRO 9CM INOX TAMPA DE VIDRO WB274 SJ;38,90;
588441;7899850330039;ACUCAREIRO 9X7CM INOX CK4081 CLINK;19,90;
571742;7899850309950;ACUCAREIRO ACO INOX C/VIDRO CK1845 CLINK;14,90;
13802;7892401000191;ACUCAREIRO ACRILICO 250G TAMPA PRETA;4,90;
587019;7899808872093;ACUCAREIRO ACRILICO AMBAR GLAMOUR 14193;14,90;
571060;7899488102718;ACUCAREIRO ACRILICO C/ TAMPA CM064 CHAZAK;9,90;
585165;7899808872109;ACUCAREIRO ACRILICO GLAMOUR 240ML 14192;14,90;
561319;7898912436573;ACUCAREIRO AL 500GR CASALI;0,00;
2547;7896042024325;ACUCAREIRO C/ COLHER 2432 PLASUTIL;9,90;
567547;7899850304009;ACUCAREIRO C/ COLHER 450ML CK1307 CLINK;12,90;
552817;7898943560049;ACUCAREIRO C/ COLHER 472 PARAMOUNT;8,90;
550451;7896502802395;ACUCAREIRO C/ COLHER ATILINA 1401/100 BR;69,90;
570663;7899842272767;ACUCAREIRO C/ COLHER BS0320 STARTOOLS;34,90;
573049;7899488102732;ACUCAREIRO C/ COLHER CERAMICA CM066 CHAZAK;28,90;
553801;7899413155567;ACUCAREIRO C/ COLHER LISA CA1322 CIM;14,90;
574862;7899687401087;ACUCAREIRO C/ COLHER PLASTICO RNW468 REAL;9,90;
